reg;jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
;;;sum;sum;sum;sum;sum;sum;sum
11;2020-06-24;60+;3289;198;0.0;0.0;0.0;16394;6612
11;2020-06-24;whole;4233;321;0.0;0.0;0.0;27190;7407
11;2020-06-25;0-19;26;5;0.0;0.0;0.0;479;5
11;2020-06-25;20-59;848;118;0.0;0.0;0.0;10104;734
11;2020-06-25;60+;3231;195;0.0;0.0;0.0;16466;6618
11;2020-06-25;whole;4152;320;0.0;0.0;0.0;27298;7414
11;2020-06-26;0-19;26;5;0.0;0.0;0.0;480;5
11;2020-06-26;20-59;827;118;0.0;0.0;0.0;10127;734
11;2020-06-26;60+;3139;188;0.0;0.0;0.0;16563;6629
11;2020-06-26;whole;4038;313;0.0;0.0;0.0;27420;7425
11;2020-06-27;0-19;26;5;0.0;0.0;0.0;480;5
11;2020-06-27;20-59;820;114;0.0;0.0;0.0;10141;734
11;2020-06-27;60+;3105;187;0.0;0.0;0.0;16598;6631
11;2020-06-27;whole;3996;308;0.0;0.0;0.0;27469;7427
11;2020-06-28;0-19;27;5;0.0;0.0;0.0;480;5
11;2020-06-28;20-59;822;114;0.0;0.0;0.0;10141;734
11;2020-06-28;60+;3104;188;0.0;0.0;0.0;16599;6631
11;2020-06-28;whole;3998;309;0.0;0.0;0.0;27470;7427
11;2020-06-29;0-19;28;5;0.0;0.0;0.0;480;5
11;2020-06-29;20-59;815;112;0.0;0.0;0.0;10153;735
11;2020-06-29;60+;3089;186;0.0;0.0;0.0;16624;6634
11;2020-06-29;whole;3976;305;0.0;0.0;0.0;27508;7431
11;2020-06-30;0-19;26;5;0.0;0.0;0.0;483;5
11;2020-06-30;20-59;806;108;0.0;0.0;0.0;10172;735
11;2020-06-30;60+;3068;182;0.0;0.0;0.0;16664;6644
11;2020-06-30;whole;3943;298;0.0;0.0;0.0;27570;7441
11;2020-07-01;0-19;25;5;0.0;0.0;0.0;484;5
11;2020-07-01;20-59;798;105;0.0;0.0;0.0;10187;734
11;2020-07-01;60+;3010;173;0.0;0.0;0.0;16732;6647
11;2020-07-01;whole;3873;286;0.0;0.0;0.0;27656;7443
11;2020-07-02;0-19;24;5;0.0;0.0;0.0;485;5
11;2020-07-02;20-59;767;103;0.0;0.0;0.0;10221;734
11;2020-07-02;60+;2916;167;0.0;0.0;0.0;16839;6652
11;2020-07-02;whole;3746;278;0.0;0.0;0.0;27798;7448
11;2020-07-03;0-19;24;5;0.0;0.0;0.0;485;5
11;2020-07-03;20-59;756;102;0.0;0.0;0.0;10234;735
11;2020-07-03;60+;2857;163;0.0;0.0;0.0;16908;6657
11;2020-07-03;whole;3676;273;0.0;0.0;0.0;27880;7454
11;2020-07-04;0-19;24;5;0.0;0.0;0.0;485;5
11;2020-07-04;20-59;750;99;0.0;0.0;0.0;10242;735
11;2020-07-04;60+;2839;157;0.0;0.0;0.0;16922;6663
11;2020-07-04;whole;3652;264;0.0;0.0;0.0;27902;7460
11;2020-07-05;0-19;24;5;0.0;0.0;0.0;485;5
11;2020-07-05;20-59;750;99;0.0;0.0;0.0;10242;735
11;2020-07-05;60+;2839;158;0.0;0.0;0.0;16924;6663
11;2020-07-05;whole;3652;265;0.0;0.0;0.0;27904;7460
11;2020-07-06;0-19;24;5;0.0;0.0;0.0;486;5
11;2020-07-06;20-59;749;98;0.0;0.0;0.0;10251;735
11;2020-07-06;60+;2821;156;0.0;0.0;0.0;16961;6667
11;2020-07-06;whole;3633;262;0.0;0.0;0.0;27951;7464
11;2020-07-07;0-19;24;4;0.0;0.0;0.0;487;5
11;2020-07-07;20-59;716;94;0.0;0.0;0.0;10288;737
11;2020-07-07;60+;2719;157;0.0;0.0;0.0;17084;6680
11;2020-07-07;whole;3498;258;0.0;0.0;0.0;28112;7480
11;2020-07-08;0-19;23;3;0.0;0.0;0.0;488;5
11;2020-07-08;20-59;683;94;0.0;0.0;0.0;10327;737
11;2020-07-08;60+;2635;151;0.0;0.0;0.0;17164;6689
11;2020-07-08;whole;3376;251;0.0;0.0;0.0;28234;7489
11;2020-07-09;0-19;23;3;0.0;0.0;0.0;489;5
11;2020-07-09;20-59;675;92;0.0;0.0;0.0;10341;737
11;2020-07-09;60+;2607;150;0.0;0.0;0.0;17203;6694
11;2020-07-09;whole;3340;248;0.0;0.0;0.0;28288;7494
11;2020-07-10;0-19;23;3;0.0;0.0;0.0;489;5
11;2020-07-10;20-59;670;92;0.0;0.0;0.0;10356;737
11;2020-07-10;60+;2565;141;0.0;0.0;0.0;17256;6696
11;2020-07-10;whole;3293;239;0.0;0.0;0.0;28356;7496
11;2020-07-11;0-19;24;4;0.0;0.0;0.0;489;5
11;2020-07-11;20-59;670;92;0.0;0.0;0.0;10361;737
11;2020-07-11;60+;2558;142;0.0;0.0;0.0;17270;6698
11;2020-07-11;whole;3287;241;0.0;0.0;0.0;28375;7498
11;2020-07-12;0-19;24;4;0.0;0.0;0.0;489;5
11;2020-07-12;20-59;670;92;0.0;0.0;0.0;10361;737
11;2020-07-12;60+;2557;142;0.0;0.0;0.0;17271;6698
11;2020-07-12;whole;3286;241;0.0;0.0;0.0;28376;7498
11;2020-07-13;0-19;24;4;0.0;0.0;0.0;490;5
11;2020-07-13;20-59;661;87;0.0;0.0;0.0;10367;741
11;2020-07-13;60+;2544;141;0.0;0.0;0.0;17287;6702
11;2020-07-13;whole;3264;235;0.0;0.0;0.0;28399;7506
11;2020-07-14;0-19;24;4;0.0;0.0;0.0;490;5
11;2020-07-14;20-59;658;87;0.0;0.0;0.0;10370;741
11;2020-07-14;60+;2537;144;0.0;0.0;0.0;17299;6704
11;2020-07-14;whole;3254;238;0.0;0.0;0.0;28414;7508
11;2020-07-15;0-19;24;4;0.0;0.0;0.0;490;5
11;2020-07-15;20-59;662;89;0.0;0.0;0.0;10378;743
11;2020-07-15;60+;2525;141;0.0;0.0;0.0;17328;6707
11;2020-07-15;whole;3246;237;0.0;0.0;0.0;28451;7513
11;2020-07-16;0-19;25;5;0.0;0.0;0.0;490;5
11;2020-07-16;20-59;654;87;0.0;0.0;0.0;10393;743
11;2020-07-16;60+;2512;143;0.0;0.0;0.0;17373;6713
11;2020-07-16;whole;3226;238;0.0;0.0;0.0;28511;7519
11;2020-07-17;0-19;24;5;0.0;0.0;0.0;492;5
11;2020-07-17;20-59;644;85;0.0;0.0;0.0;10410;743
11;2020-07-17;60+;2500;141;0.0;0.0;0.0;17414;6714
11;2020-07-17;whole;3203;235;0.0;0.0;0.0;28572;7520
11;2020-07-18;0-19;24;5;0.0;0.0;0.0;492;5
11;2020-07-18;20-59;643;85;0.0;0.0;0.0;10413;745
11;2020-07-18;60+;2489;142;0.0;0.0;0.0;17432;6715
11;2020-07-18;whole;3191;236;0.0;0.0;0.0;28593;7523
11;2020-07-19;0-19;25;5;0.0;0.0;0.0;492;5
11;2020-07-19;20-59;632;84;0.0;0.0;0.0;10424;745
11;2020-07-19;60+;2473;143;0.0;0.0;0.0;17451;6715
11;2020-07-19;whole;3165;236;0.0;0.0;0.0;28623;7523
11;2020-07-20;0-19;24;4;0.0;0.0;0.0;493;5
11;2020-07-20;20-59;631;84;0.0;0.0;0.0;10437;745
11;2020-07-20;60+;2452;141;0.0;0.0;0.0;17487;6720
11;2020-07-20;whole;3140;233;0.0;0.0;0.0;28674;7528
11;2020-07-21;0-19;24;4;0.0;0.0;0.0;495;5
11;2020-07-21;20-59;618;85;0.0;0.0;0.0;10456;746
11;2020-07-21;60+;2421;140;0.0;0.0;0.0;17527;6724
11;2020-07-21;whole;3096;233;0.0;0.0;0.0;28735;7533
11;2020-07-22;0-19;22;4;0.0;0.0;0.0;497;5
11;2020-07-22;20-59;603;77;0.0;0.0;0.0;10484;746
11;2020-07-22;60+;2404;135;0.0;0.0;0.0;17578;6724
11;2020-07-22;whole;3062;220;0.0;0.0;0.0;28816;7533
11;2020-07-23;0-19;22;4;0.0;0.0;0.0;497;5
11;2020-07-23;20-59;592;77;0.0;0.0;0.0;10505;747
11;2020-07-23;60+;2225;131;0.0;0.0;0.0;17775;6728
11;2020-07-23;whole;2867;216;0.0;0.0;0.0;29040;7538
11;2020-07-24;0-19;23;4;0.0;0.0;0.0;497;5
11;2020-07-24;20-59;575;68;0.0;0.0;0.0;10530;748
11;2020-07-24;60+;2159;130;0.0;0.0;0.0;17866;6730
11;2020-07-24;whole;2783;205;0.0;0.0;0.0;29157;7541
11;2020-07-25;0-19;24;4;0.0;0.0;0.0;498;5
11;2020-07-25;20-59;572;59;0.0;0.0;0.0;10540;748
11;2020-07-25;60+;2145;123;0.0;0.0;0.0;17889;6734
11;2020-07-25;whole;2766;188;0.0;0.0;0.0;29192;7545
11;2020-07-26;0-19;24;4;0.0;0.0;0.0;498;5
11;2020-07-26;20-59;572;59;0.0;0.0;0.0;10540;748
11;2020-07-26;60+;2137;123;0.0;0.0;0.0;17898;6734
11;2020-07-26;whole;2758;188;0.0;0.0;0.0;29201;7545
11;2020-07-27;0-19;24;4;0.0;0.0;0.0;498;5
11;2020-07-27;20-59;567;61;0.0;0.0;0.0;10558;748
11;2020-07-27;60+;2121;128;0.0;0.0;0.0;17921;6736
11;2020-07-27;whole;2739;195;0.0;0.0;0.0;29243;7547
11;2020-07-28;0-19;23;4;0.0;0.0;0.0;499;5
11;2020-07-28;20-59;564;62;0.0;0.0;0.0;10579;748
11;2020-07-28;60+;2087;119;0.0;0.0;0.0;17974;6746
11;2020-07-28;whole;2701;187;0.0;0.0;0.0;29318;7556
11;2020-07-29;0-19;23;4;0.0;0.0;0.0;499;5
11;2020-07-29;20-59;542;59;0.0;0.0;0.0;10607;750
11;2020-07-29;60+;2044;116;0.0;0.0;0.0;18018;6751
11;2020-07-29;whole;2635;181;0.0;0.0;0.0;29392;7563
11;2020-07-30;0-19;24;4;0.0;0.0;0.0;500;5
11;2020-07-30;20-59;540;60;0.0;0.0;0.0;10616;750
11;2020-07-30;60+;2033;114;0.0;0.0;0.0;18046;6755
11;2020-07-30;whole;2623;180;0.0;0.0;0.0;29430;7567
11;2020-07-31;0-19;24;4;0.0;0.0;0.0;500;5
11;2020-07-31;20-59;537;57;0.0;0.0;0.0;10635;750
11;2020-07-31;60+;2020;115;0.0;0.0;0.0;18115;6757
11;2020-07-31;whole;2604;178;0.0;0.0;0.0;29518;7569
11;2020-08-01;0-19;24;4;0.0;0.0;0.0;500;5
11;2020-08-01;20-59;537;53;0.0;0.0;0.0;10639;750
11;2020-08-01;60+;2013;114;0.0;0.0;0.0;18139;6758
11;2020-08-01;whole;2597;173;0.0;0.0;0.0;29546;7570
11;2020-08-02;0-19;24;4;0.0;0.0;0.0;500;5
11;2020-08-02;20-59;536;52;0.0;0.0;0.0;10641;750
11;2020-08-02;60+;2012;114;0.0;0.0;0.0;18142;6759
11;2020-08-02;whole;2596;172;0.0;0.0;0.0;29551;7571
11;2020-08-03;0-19;23;3;0.0;0.0;0.0;504;5
11;2020-08-03;20-59;518;51;0.0;0.0;0.0;10666;751
11;2020-08-03;60+;1991;118;0.0;0.0;0.0;18167;6770
11;2020-08-03;whole;2556;174;0.0;0.0;0.0;29605;7583
11;2020-08-04;0-19;25;3;0.0;0.0;0.0;506;5
11;2020-08-04;20-59;527;54;0.0;0.0;0.0;10673;752
11;2020-08-04;60+;1987;122;0.0;0.0;0.0;18204;6773
11;2020-08-04;whole;2563;181;0.0;0.0;0.0;29651;7587
11;2020-08-05;0-19;25;3;0.0;0.0;0.0;507;5
11;2020-08-05;20-59;529;50;0.0;0.0;0.0;10683;753
11;2020-08-05;60+;1987;125;0.0;0.0;0.0;18226;6776
11;2020-08-05;whole;2565;180;0.0;0.0;0.0;29684;7591
11;2020-08-06;0-19;28;5;0.0;0.0;0.0;509;5
11;2020-08-06;20-59;531;53;0.0;0.0;0.0;10699;753
11;2020-08-06;60+;1959;125;0.0;0.0;0.0;18278;6780
11;2020-08-06;whole;2543;185;0.0;0.0;0.0;29754;7595
11;2020-08-07;0-19;26;6;0.0;0.0;0.0;512;5
11;2020-08-07;20-59;529;49;0.0;0.0;0.0;10712;755
11;2020-08-07;60+;1962;126;0.0;0.0;0.0;18298;6786
11;2020-08-07;whole;2542;183;0.0;0.0;0.0;29790;7603
11;2020-08-08;0-19;26;6;0.0;0.0;0.0;512;5
11;2020-08-08;20-59;534;50;0.0;0.0;0.0;10718;755
11;2020-08-08;60+;1965;127;0.0;0.0;0.0;18309;6787
11;2020-08-08;whole;2550;185;0.0;0.0;0.0;29807;7604
11;2020-08-09;0-19;27;7;0.0;0.0;0.0;512;5
11;2020-08-09;20-59;535;49;0.0;0.0;0.0;10720;755
11;2020-08-09;60+;1968;129;0.0;0.0;0.0;18309;6787
11;2020-08-09;whole;2555;187;0.0;0.0;0.0;29809;7604
11;2020-08-10;0-19;27;6;0.0;0.0;0.0;513;5
11;2020-08-10;20-59;535;50;0.0;0.0;0.0;10735;756
11;2020-08-10;60+;1975;131;0.0;0.0;0.0;18329;6790
11;2020-08-10;whole;2562;189;0.0;0.0;0.0;29845;7608
11;2020-08-11;0-19;32;6;0.0;0.0;0.0;514;5
11;2020-08-11;20-59;533;47;0.0;0.0;0.0;10758;757
11;2020-08-11;60+;1965;132;0.0;0.0;0.0;18370;6792
11;2020-08-11;whole;2555;186;0.0;0.0;0.0;29910;7611
11;2020-08-12;0-19;29;5;0.0;0.0;0.0;517;5
11;2020-08-12;20-59;532;44;0.0;0.0;0.0;10769;760
11;2020-08-12;60+;1959;127;0.0;0.0;0.0;18391;6798
11;2020-08-12;whole;2544;177;0.0;0.0;0.0;29945;7620
11;2020-08-13;0-19;27;5;0.0;0.0;0.0;520;5
11;2020-08-13;20-59;541;45;0.0;0.0;0.0;10786;760
11;2020-08-13;60+;1952;124;0.0;0.0;0.0;18429;6802
11;2020-08-13;whole;2545;175;0.0;0.0;0.0;30004;7624
11;2020-08-14;0-19;25;5;0.0;0.0;0.0;523;5
11;2020-08-14;20-59;539;45;0.0;0.0;0.0;10805;760
11;2020-08-14;60+;1967;126;0.0;0.0;0.0;18448;6805
11;2020-08-14;whole;2557;177;0.0;0.0;0.0;30045;7627
11;2020-08-15;0-19;25;5;0.0;0.0;0.0;523;5
11;2020-08-15;20-59;536;46;0.0;0.0;0.0;10812;760
11;2020-08-15;60+;1976;129;0.0;0.0;0.0;18454;6806
11;2020-08-15;whole;2564;181;0.0;0.0;0.0;30058;7628
11;2020-08-16;0-19;25;5;0.0;0.0;0.0;523;5
11;2020-08-16;20-59;535;46;0.0;0.0;0.0;10814;760
11;2020-08-16;60+;1976;128;0.0;0.0;0.0;18457;6806
11;2020-08-16;whole;2563;180;0.0;0.0;0.0;30063;7628
11;2020-08-17;0-19;24;4;0.0;0.0;0.0;526;5
11;2020-08-17;20-59;538;48;0.0;0.0;0.0;10838;760
11;2020-08-17;60+;1965;131;0.0;0.0;0.0;18500;6814
11;2020-08-17;whole;2554;186;0.0;0.0;0.0;30133;7636
11;2020-08-18;0-19;22;4;0.0;0.0;0.0;528;5
11;2020-08-18;20-59;535;51;0.0;0.0;0.0;10858;760
11;2020-08-18;60+;1916;131;0.0;0.0;0.0;18568;6822
11;2020-08-18;whole;2500;188;0.0;0.0;0.0;30224;7644
11;2020-08-19;0-19;22;3;0.0;0.0;0.0;528;5
11;2020-08-19;20-59;540;48;0.0;0.0;0.0;10865;760
11;2020-08-19;60+;1912;131;0.0;0.0;0.0;18587;6828
11;2020-08-19;whole;2501;184;0.0;0.0;0.0;30250;7650
11;2020-08-20;0-19;22;3;0.0;0.0;0.0;529;5
11;2020-08-20;20-59;537;51;0.0;0.0;0.0;10880;760
11;2020-08-20;60+;1899;134;0.0;0.0;0.0;18623;6834
11;2020-08-20;whole;2485;190;0.0;0.0;0.0;30302;7656
11;2020-08-21;0-19;15;1;0.0;0.0;0.0;538;5
11;2020-08-21;20-59;539;51;0.0;0.0;0.0;10907;761
11;2020-08-21;60+;1885;123;0.0;0.0;0.0;18653;6847
11;2020-08-21;whole;2463;176;0.0;0.0;0.0;30370;7671
11;2020-08-22;0-19;16;1;0.0;0.0;0.0;538;5
11;2020-08-22;20-59;535;51;0.0;0.0;0.0;10923;761
11;2020-08-22;60+;1872;117;0.0;0.0;0.0;18676;6852
11;2020-08-22;whole;2447;170;0.0;0.0;0.0;30409;7676
11;2020-08-23;0-19;16;1;0.0;0.0;0.0;538;5
11;2020-08-23;20-59;536;51;0.0;0.0;0.0;10924;761
11;2020-08-23;60+;1867;117;0.0;0.0;0.0;18679;6853
11;2020-08-23;whole;2443;170;0.0;0.0;0.0;30413;7677
11;2020-08-24;0-19;15;1;0.0;0.0;0.0;540;5
11;2020-08-24;20-59;519;52;0.0;0.0;0.0;10959;761
11;2020-08-24;60+;1858;121;0.0;0.0;0.0;18717;6855
11;2020-08-24;whole;2417;175;0.0;0.0;0.0;30488;7679
11;2020-08-25;0-19;15;1;0.0;0.0;0.0;541;5
11;2020-08-25;20-59;508;57;0.0;0.0;0.0;10995;762
11;2020-08-25;60+;1840;124;0.0;0.0;0.0;18768;6856
11;2020-08-25;whole;2389;183;0.0;0.0;0.0;30577;7681
11;2020-08-26;0-19;13;1;0.0;0.0;0.0;543;5
11;2020-08-26;20-59;487;52;0.0;0.0;0.0;11047;763
11;2020-08-26;60+;1813;114;0.0;0.0;0.0;18817;6866
11;2020-08-26;whole;2334;167;0.0;0.0;0.0;30681;7693
11;2020-08-27;0-19;14;1;0.0;0.0;0.0;546;5
11;2020-08-27;20-59;480;52;0.0;0.0;0.0;11068;763
11;2020-08-27;60+;1801;112;0.0;0.0;0.0;18852;6872
11;2020-08-27;whole;2315;165;0.0;0.0;0.0;30741;7699
11;2020-08-28;0-19;15;2;0.0;0.0;0.0;548;5
11;2020-08-28;20-59;491;57;0.0;0.0;0.0;11086;763
11;2020-08-28;60+;1765;114;0.0;0.0;0.0;18913;6878
11;2020-08-28;whole;2291;173;0.0;0.0;0.0;30822;7705
11;2020-08-29;0-19;16;2;0.0;0.0;0.0;549;5
11;2020-08-29;20-59;490;59;0.0;0.0;0.0;11100;764
11;2020-08-29;60+;1758;117;0.0;0.0;0.0;18934;6878
11;2020-08-29;whole;2284;178;0.0;0.0;0.0;30858;7706
11;2020-08-30;0-19;16;2;0.0;0.0;0.0;549;5
11;2020-08-30;20-59;488;58;0.0;0.0;0.0;11102;764
11;2020-08-30;60+;1757;117;0.0;0.0;0.0;18935;6880
11;2020-08-30;whole;2281;177;0.0;0.0;0.0;30861;7708
11;2020-08-31;0-19;17;2;0.0;0.0;0.0;551;5
11;2020-08-31;20-59;483;56;0.0;0.0;0.0;11122;765
11;2020-08-31;60+;1751;115;0.0;0.0;0.0;18954;6890
11;2020-08-31;whole;2271;173;0.0;0.0;0.0;30902;7719
11;2020-09-01;0-19;16;1;0.0;0.0;0.0;552;5
11;2020-09-01;20-59;483;52;0.0;0.0;0.0;11144;766
11;2020-09-01;60+;1759;116;0.0;0.0;0.0;18982;6895
11;2020-09-01;whole;2278;169;0.0;0.0;0.0;30953;7725
11;2020-09-02;0-19;17;1;0.0;0.0;0.0;554;5
11;2020-09-02;20-59;483;53;0.0;0.0;0.0;11179;766
11;2020-09-02;60+;1764;115;0.0;0.0;0.0;19020;6909
11;2020-09-02;whole;2284;169;0.0;0.0;0.0;31028;7739
11;2020-09-03;0-19;19;1;0.0;0.0;0.0;556;5
11;2020-09-03;20-59;472;53;0.0;0.0;0.0;11218;766
11;2020-09-03;60+;1761;118;0.0;0.0;0.0;19059;6916
11;2020-09-03;whole;2272;172;0.0;0.0;0.0;31108;7746
11;2020-09-04;0-19;20;2;0.0;0.0;0.0;557;5
11;2020-09-04;20-59;478;58;0.0;0.0;0.0;11240;767
11;2020-09-04;60+;1762;116;0.0;0.0;0.0;19086;6921
11;2020-09-04;whole;2280;176;0.0;0.0;0.0;31158;7752
11;2020-09-05;0-19;20;3;0.0;0.0;0.0;559;5
11;2020-09-05;20-59;487;59;0.0;0.0;0.0;11249;767
11;2020-09-05;60+;1768;118;0.0;0.0;0.0;19100;6922
11;2020-09-05;whole;2295;180;0.0;0.0;0.0;31183;7753
11;2020-09-06;0-19;20;3;0.0;0.0;0.0;559;5
11;2020-09-06;20-59;489;57;0.0;0.0;0.0;11249;767
11;2020-09-06;60+;1776;121;0.0;0.0;0.0;19101;6922
11;2020-09-06;whole;2305;181;0.0;0.0;0.0;31184;7753
11;2020-09-07;0-19;22;3;0.0;0.0;0.0;559;5
11;2020-09-07;20-59;504;67;0.0;0.0;0.0;11272;768
11;2020-09-07;60+;1798;126;0.0;0.0;0.0;19121;6926
11;2020-09-07;whole;2345;196;0.0;0.0;0.0;31227;7758
11;2020-09-08;0-19;21;3;0.0;0.0;0.0;563;5
11;2020-09-08;20-59;496;65;0.0;0.0;0.0;11313;768
11;2020-09-08;60+;1807;131;0.0;0.0;0.0;19156;6934
11;2020-09-08;whole;2345;199;0.0;0.0;0.0;31307;7766
11;2020-09-09;0-19;23;3;0.0;0.0;0.0;564;5
11;2020-09-09;20-59;504;66;0.0;0.0;0.0;11343;768
11;2020-09-09;60+;1796;133;0.0;0.0;0.0;19194;6941
11;2020-09-09;whole;2343;202;0.0;0.0;0.0;31376;7773
11;2020-09-10;0-19;21;3;0.0;0.0;0.0;568;5
11;2020-09-10;20-59;513;69;0.0;0.0;0.0;11369;770
11;2020-09-10;60+;1816;130;0.0;0.0;0.0;19219;6944
11;2020-09-10;whole;2370;202;0.0;0.0;0.0;31431;7779
11;2020-09-11;0-19;22;2;0.0;0.0;0.0;570;5
11;2020-09-11;20-59;516;71;0.0;0.0;0.0;11405;771
11;2020-09-11;60+;1825;133;0.0;0.0;0.0;19259;6948
11;2020-09-11;whole;2383;206;0.0;0.0;0.0;31509;7784
11;2020-09-12;0-19;21;2;0.0;0.0;0.0;571;5
11;2020-09-12;20-59;517;74;0.0;0.0;0.0;11430;772
11;2020-09-12;60+;1822;135;0.0;0.0;0.0;19298;6953
11;2020-09-12;whole;2381;212;0.0;0.0;0.0;31574;7790
11;2020-09-13;0-19;20;2;0.0;0.0;0.0;572;5
11;2020-09-13;20-59;530;78;0.0;0.0;0.0;11434;772
11;2020-09-13;60+;1826;136;0.0;0.0;0.0;19304;6955
11;2020-09-13;whole;2397;217;0.0;0.0;0.0;31585;7792
11;2020-09-14;0-19;21;2;0.0;0.0;0.0;574;5
11;2020-09-14;20-59;527;79;0.0;0.0;0.0;11465;772
11;2020-09-14;60+;1864;148;0.0;0.0;0.0;19324;6964
11;2020-09-14;whole;2432;229;0.0;0.0;0.0;31638;7801
11;2020-09-15;0-19;22;4;0.0;0.0;0.0;577;5
11;2020-09-15;20-59;525;84;0.0;0.0;0.0;11522;773
11;2020-09-15;60+;1894;158;0.0;0.0;0.0;19373;6973
11;2020-09-15;whole;2462;246;0.0;0.0;0.0;31747;7811
11;2020-09-16;0-19;25;3;0.0;0.0;0.0;581;5
11;2020-09-16;20-59;530;87;0.0;0.0;0.0;11599;773
11;2020-09-16;60+;1899;167;0.0;0.0;0.0;19491;7002
11;2020-09-16;whole;2474;257;0.0;0.0;0.0;31948;7840
11;2020-09-17;0-19;30;3;0.0;0.0;0.0;582;5
11;2020-09-17;20-59;527;90;0.0;0.0;0.0;11668;774
11;2020-09-17;60+;1838;167;0.0;0.0;0.0;19648;7014
11;2020-09-17;whole;2419;260;0.0;0.0;0.0;32175;7853
11;2020-09-18;0-19;28;4;0.0;0.0;0.0;591;5
11;2020-09-18;20-59;530;85;0.0;0.0;0.0;11753;774
11;2020-09-18;60+;1729;174;0.0;0.0;0.0;19986;7099
11;2020-09-18;whole;2311;263;0.0;0.0;0.0;32612;7938
11;2020-09-19;0-19;24;3;0.0;0.0;0.0;596;5
11;2020-09-19;20-59;473;76;0.0;0.0;0.0;11865;774
11;2020-09-19;60+;1397;166;0.0;0.0;0.0;20443;7107
11;2020-09-19;whole;1907;245;0.0;0.0;0.0;33199;7946
11;2020-09-20;0-19;24;3;0.0;0.0;0.0;597;5
11;2020-09-20;20-59;465;80;0.0;0.0;0.0;11894;775
11;2020-09-20;60+;1231;170;0.0;0.0;0.0;20627;7111
11;2020-09-20;whole;1734;253;0.0;0.0;0.0;33415;7951
11;2020-09-21;0-19;23;2;0.0;0.0;0.0;601;5
11;2020-09-21;20-59;459;88;0.0;0.0;0.0;11956;775
11;2020-09-21;60+;1208;179;0.0;0.0;0.0;20744;7119
11;2020-09-21;whole;1703;269;0.0;0.0;0.0;33599;7959
11;2020-09-22;0-19;23;3;0.0;0.0;0.0;604;5
11;2020-09-22;20-59;494;92;0.0;0.0;0.0;12013;776
11;2020-09-22;60+;1256;189;0.0;0.0;0.0;20802;7136
11;2020-09-22;whole;1794;285;0.0;0.0;0.0;33719;7977
11;2020-09-23;0-19;21;4;0.0;0.0;0.0;610;5
11;2020-09-23;20-59;504;101;0.0;0.0;0.0;12080;778
11;2020-09-23;60+;1284;210;0.0;0.0;0.0;20894;7148
11;2020-09-23;whole;1824;315;0.0;0.0;0.0;33888;7991
11;2020-09-24;0-19;19;4;0.0;0.0;0.0;612;5
11;2020-09-24;20-59;511;100;0.0;0.0;0.0;12126;781
11;2020-09-24;60+;1315;217;0.0;0.0;0.0;20943;7160
11;2020-09-24;whole;1865;321;0.0;0.0;0.0;33985;8006
11;2020-09-25;0-19;19;4;0.0;0.0;0.0;616;5
11;2020-09-25;20-59;522;104;0.0;0.0;0.0;12190;781
11;2020-09-25;60+;1372;231;0.0;0.0;0.0;21006;7167
11;2020-09-25;whole;1929;339;0.0;0.0;0.0;34114;8013
11;2020-09-26;0-19;19;4;0.0;0.0;0.0;618;5
11;2020-09-26;20-59;530;100;0.0;0.0;0.0;12222;782
11;2020-09-26;60+;1395;239;0.0;0.0;0.0;21054;7177
11;2020-09-26;whole;1956;343;0.0;0.0;0.0;34197;8024
11;2020-09-27;0-19;19;4;0.0;0.0;0.0;618;5
11;2020-09-27;20-59;538;100;0.0;0.0;0.0;12240;783
11;2020-09-27;60+;1418;235;0.0;0.0;0.0;21080;7187
11;2020-09-27;whole;1988;339;0.0;0.0;0.0;34241;8035
11;2020-09-28;0-19;21;4;0.0;0.0;0.0;619;5
11;2020-09-28;20-59;563;114;0.0;0.0;0.0;12284;783
11;2020-09-28;60+;1449;239;0.0;0.0;0.0;21129;7212
11;2020-09-28;whole;2046;358;0.0;0.0;0.0;34337;8060
11;2020-09-29;0-19;17;2;0.0;0.0;0.0;621;5
11;2020-09-29;20-59;563;118;0.0;0.0;0.0;12362;783
11;2020-09-29;60+;1489;255;0.0;0.0;0.0;21220;7223
11;2020-09-29;whole;2082;377;0.0;0.0;0.0;34509;8071
11;2020-09-30;0-19;14;3;0.0;0.0;0.0;631;5
11;2020-09-30;20-59;560;119;0.0;0.0;0.0;12442;785
11;2020-09-30;60+;1524;261;0.0;0.0;0.0;21289;7241
11;2020-09-30;whole;2113;384;0.0;0.0;0.0;34668;8091
11;2020-10-01;0-19;15;3;0.0;0.0;0.0;634;5
11;2020-10-01;20-59;576;121;0.0;0.0;0.0;12496;785
11;2020-10-01;60+;1553;273;0.0;0.0;0.0;21359;7256
11;2020-10-01;whole;2159;399;0.0;0.0;0.0;34796;8106
11;2020-10-02;0-19;14;2;0.0;0.0;0.0;638;5
11;2020-10-02;20-59;590;114;0.0;0.0;0.0;12551;786
11;2020-10-02;60+;1592;276;0.0;0.0;0.0;21429;7269
11;2020-10-02;whole;2210;394;0.0;0.0;0.0;34926;8120
11;2020-10-03;0-19;16;2;0.0;0.0;0.0;639;5
11;2020-10-03;20-59;576;112;0.0;0.0;0.0;12603;786
11;2020-10-03;60+;1598;277;0.0;0.0;0.0;21493;7282
11;2020-10-03;whole;2201;393;0.0;0.0;0.0;35046;8133
